ts21664,tt0284770,7.0,2303.0,5.453,7.9
tm73058,tt1024943,6.7,42597.0,9.639,7.0
tm76835,tt1093370,7.9,51945.0,10.991,7.4
ts1464,tt1260520,8.1,755.0,208.108,7.5
tm48083,tt0217085,4.8,73.0,1.583,2.0
tm33981,tt0479647,6.5,61.0,5.868,6.4
tm80339,tt0476680,6.6,6759.0,45.425,7.2
ts72322,tt1585368,6.6,284.0,29.715,7.4
ts52849,tt0985991,6.3,912.0,2.273,7.5
tm165259,tt1624426,5.9,865.0,4.098,5.7
tm97544,tt1213012,5.1,14272.0,16.15,5.8
tm65142,tt1037116,6.9,1611.0,23.07,6.7
ts14102,tt1516172,4.1,118.0,4.221,6.0
tm22342,tt0456020,5.8,9957.0,10.736,6.6
tm24576,tt1071815,6.4,3975.0,64.608,7.1
tm41508,tt0486578,4.5,10834.0,10.605,5.7
ts74928,tt6953928,7.6,603.0,2.496,7.3
tm52352,tt1178658,6.3,263.0,2.163,7.4
tm170873,tt0492896,7.0,1936.0,5.485,6.1
tm176297,tt0456500,6.1,3507.0,2.81,4.9
ts74931,tt6963796,7.2,55.0,NULL,NULL
tm110923,tt0274428,6.6,3598.0,3.301,6.4
tm150521,tt1202514,6.6,3284.0,6.595,6.6
tm75022,NULL,NULL,NULL,6.223,7.0
tm177687,tt0791188,6.4,4297.0,45.717,6.6
tm22989,tt0815456,7.9,3940.0,4.223,7.1
ts98252,tt6929194,6.5,96.0,3.42,NULL
tm156575,tt1230448,6.3,11747.0,7.659,6.5
ts20358,tt0320024,7.0,1827.0,5.019,8.1
ts44053,NULL,NULL,NULL,74.088,8.7
ts23319,tt1125758,6.9,1083.0,17.668,6.6
tm91046,tt1764141,7.4,4346.0,4.851,7.7
tm61056,tt0292490,8.1,71167.0,9.318,7.0
tm138497,tt1337032,7.3,7451.0,5.588,6.8
tm93612,tt1785394,7.4,2416.0,45.266,7.4
tm81461,tt0331370,7.1,6249.0,3.728,6.8
tm32915,tt1221133,4.4,604.0,1.452,7.0
ts63295,tt0459724,8.7,1034.0,2.452,9.0
tm96037,tt1703048,6.9,3567.0,104.166,7.0
tm36164,tt1160524,6.8,4473.0,76.107,7.2
tm147494,tt1481363,7.0,3626.0,79.113,7.3
tm31564,tt1047832,5.4,2862.0,5.456,5.2
tm95238,tt1451423,5.9,3264.0,12.362,6.5
tm54147,tt1185420,6.5,14944.0,6.172,6.2
tm99776,tt1659261,6.2,907.0,2.0,5.9
tm30170,tt0461936,7.1,36836.0,7.261,7.1
tm37945,tt1230165,7.7,21963.0,4.435,6.9
tm25029,tt0885520,7.0,2630.0,4.393,5.5
tm59880,tt1188112,7.6,1789.0,4.893,7.5
tm34524,tt1206326,7.0,1189.0,27.125,7.1
tm83175,tt0488798,6.9,21799.0,9.285,6.5
tm65839,tt1024942,7.2,4849.0,4.321,6.7
tm89936,tt0404777,6.6,3813.0,6.41,6.5
